# docs/ir-op-inventory.tsv — GENERATED, do not edit.
# regenerate:  tools/ir-inventory.pl
# one row per name exported by the :pcl runtime package (the IR's
# whole vocabulary).  Contract columns are UNCLASSIFIED until the op's
# docstring carries a `Contract:` tail (grammar: docs/ir-spec.md §10).
name	kind	family	lambda_list	ctx	coerce	magic	dies	dynamic	phase	host	flags	summary
p-aref-argbox	function	elements	(arr idx)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Array element in USER-SUB ARGUMENT position (perl's @_ aliasing): the LIVE slot box when the element exists — a write to $_[N] in the callee reaches the caller'
p-aref-box	function	elements	(arr idx)	insensitive	num	none	yes	no	no	none		Get the BOX at array index (for l-value operations like chop, ++). Creates box if needed, auto-extends array. Returns the box itself.
p-aref-deref	function	elements	(ref idx)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	setf	Perl array ref access $ref->[idx] - unbox the reference first. When idx is a vector (range result), returns a slice instead of a single element. When ref is a s
p-aref-deref-box	function	elements	(ref idx)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Live BOX at $ref->[idx] — the array-ref analogue of p-gethash-deref-box.
p-arg-supplied-p	macro	signature	(args index)	insensitive	none	none	no	no	no	none		Did the caller supply the INDEX'th positional argument? This is the ONE availability test a signature asks — an optional parameter's default and the `local $G =
p-args-body	macro	sub-definition	(&body body)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Standard named-sub prologue emitted by the code generator: bind Perl's @_ from the &rest %_args captured by the enclosing p-sub lambda list, then run BODY. Both
p-array-=	macro	assignment	(place value)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Assign to an array variable (@arr). Clears and refills from value. Flattens nested vectors (but not strings), wraps elements in boxes. Snapshots any adjustable 
p-array-deref-=	function	assignment	(array-ref value)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Assign to a dereferenced array: @$ref = (list). array-ref is the box containing the array reference. Gets or auto-vivifies the array, then clears and repopulate
p-array-fill	function	assignment	(place value)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Clear adjustable array PLACE and refill it from VALUE: flatten nested vectors (but not strings), box elements, preserve nil holes. Snapshots VALUE first so self
p-array-init	function	aggregate-builtin	(&rest elements)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Create a Perl array (adjustable vector) from elements. Flattens any nested arrays/vectors (but not strings) to handle expressions like [(@x) x 2] correctly. Sto
p-array-last-index	function	aggregate-builtin	(arr)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl $#arr - last index. Accepts raw vectors (@arr) or boxed array refs ($aref). Handles both single-boxed (old autovivified) and double-boxed (p-backslash) ref
p-arylen-lvalue-cell	function	reference	(arr)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Bare magic-cell box for the array-length (arylen) magic of ARR (no \-ref wrapper). Reading returns the last index, writing resizes ARR. See p-substr-lvalue-cell
p-arylen-ref	function	reference	(arr)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl \$#array — a live reference to the array-length (arylen) magic of ARR. A plain (p-backslash (p-array-last-index arr)) backslashes a COPY of the integer, so
p-aslice	function	elements	(arr &rest indices)	insensitive	num	none	yes	no	no	none		Perl array slice @arr[indices] - returns a vector of the container's own ELEMENTS (slot boxes / defelem aliases, %p-alias-aelem): a slice is a list of ALIASES i
p-atan2	function	math	(y x)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl atan2 - arctangent of y/x. The one BINARY member of the family.
p-backslash	function	reference	(val)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl reference operator \$x - returns a box containing the referenced value. For scalars (boxes): returns a box containing the box (reference to scalar). For ar
p-backslash-list	name-only	reference		UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		
p-backslash-sub	function	reference	(sym)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl \&funcname — return a code ref, dispatching to AUTOLOAD if not defined.
p-backslash-sub-ref	function	reference	(val)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl \&$name / \&{EXPR} — the same thing `\&NAME` is, for a name computed at run time (task #517). It used to be (p-backslash (p-get-coderef VAL)), and p-get-co
p-backtick	function	command-capture	(cmd)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl backticks / qx / readpipe — run the command and capture its stdout. WANTARRAY-SENSITIVE, exactly like readline (task #731): scalar/void context gives the w
p-bind	macro	socket	(fh name)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl bind — bareword filehandle is auto-quoted.
p-binmode	macro	io	(fh &rest args)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl binmode — bareword filehandle is auto-quoted.
p-bit-and	function	bitwise	(a b)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl bitwise AND — string (char-by-char, truncates) or numeric (unsigned 64-bit)
p-bit-and=	macro	compound-assignment	(place value)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl &= (bitwise-and-assign)
p-bit-and=-raw	macro	compound-assignment	(var &rest %args)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl &= (bitwise-and-assign)
p-bit-not	function	bitwise	(a)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl bitwise NOT — bit-string complement when the operand has a string body, integer complement when it carries a number OR IS A REFERENCE. That last clause is 
p-bit-or	function	bitwise	(a b)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl bitwise OR — string (char-by-char, pads with NUL) or numeric (unsigned 64-bit)
p-bit-or=	macro	compound-assignment	(place value)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl |= (bitwise-or-assign)
p-bit-or=-raw	macro	compound-assignment	(var &rest %args)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl |= (bitwise-or-assign)
p-bit-xor	function	bitwise	(a b)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl bitwise XOR — string (char-by-char, pads with NUL) or numeric (unsigned 64-bit)
p-bit-xor=	macro	compound-assignment	(place value)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl ^= (bitwise-xor-assign)
p-bit-xor=-raw	macro	compound-assignment	(var &rest %args)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl ^= (bitwise-xor-assign)
p-bless	function	introspection	(ref class)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl bless - attach class to a reference (hash, array, or scalar ref). For hashes: stores class in :__class__ key (survives unboxing). For arrays/code/other: st
p-box	class	box		UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		
p-box-for-local	function	reference	(value)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Create a new box for a 'local $x = init' binding using box-set semantics. Unlike (make-p-box value) — which stores value raw, creating box-of-box for blessed ob
p-box-init	function	assignment	(value)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Fresh box initialized with Perl copy semantics (my $x = VALUE). Used as a LET binding init-form when the init expression references the declared name itself (my
p-box-p	function	box	(sb-kernel::object)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		
p-box-value	function	box	(sb-kernel:instance)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	setf	
p-break	function	control-flow	nil	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl break (given/when) - exit given block
p-call-overload	function	overload	(handler self other reversedp &optional op-str)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Call a use overload handler with Perl's three-argument convention: handler(self, other, reversed). REVERSEDP is true when the blessed object was the right opera
p-caller	function	introspection	(&optional (level 0))	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl caller - return information about the calling subroutine. In scalar context, returns package name. In list context, returns (package filename line subrouti
p-caller-ctx	macro	context-frame	(&body body)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Evaluate BODY in the context this sub was CALLED in — the propagating case (goto &sub, a tail call): *wantarray* becomes the saved caller context.
p-can	function	introspection	(invocant method-name)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl can() - return the code reference for METHOD-NAME resolvable from the invocant's class (walking @ISA + UNIVERSAL), or nil. Only methods actually defined in
p-capture-fh	function	capture-io	(value)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		`open` on a capture variable, whose verdict perl makes CONDITIONAL, and the condition is autovivification (#873, probed 5.40.3): `open $1, …` on a DEFINED captu
p-capture-write	function	capture-io	(value)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		perl makes every CAPTURE VARIABLE read-only, so a WRITE to one is a trappable run-time death — `eval { $1 = 5 }` leaves "Modification of a read-only value attem
p-cast-$	function	reference	(val &optional site)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	setf	Perl scalar dereference ${$ref} or symbolic ref ${'name'}. If val unboxes to a string or a number, treat as symbolic reference.
p-cast-%	function	reference	(val &optional site)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl hash dereference %{$ref} - unbox to get the hash. Handles both old format (box containing hash) and new format (box containing box containing hash, from p-
p-cast-@	function	reference	(val &optional site)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl array dereference @{$ref} - unbox to get the array. Handles both old format (box containing vector) and new format (box containing box containing vector, f
p-chain-cmp	macro	numeric-compare	(first-term &rest ops-and-terms)	insensitive	none	none	no	no	no	none		Chained comparison: a op1 b op2 c [op3 d ...]. Evaluates each term exactly once with short-circuit semantics: if any comparison is false, remaining terms are no
p-chdir	function	file-ops	(&optional dir)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl chdir - change current directory. Returns true on success. Also updates *default-pathname-defaults* for Lisp path resolution.
p-check-arity	function	signature	(funcname got min max flexible &optional hash-start)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl subroutine-signature arity check. Throws a Perl-formatted 'Too few/many arguments for subroutine ...' error when GOT is outside [MIN, MAX]. MAX = nil means
p-chmod	function	file-ops	(mode &rest files)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl chmod MODE, LIST — change permissions. Returns count changed. A filehandle in the LIST is fchmod'd by descriptor; everything else is a path. (Only an actua
p-chomp	function	string	(&rest vars)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl chomp - remove trailing newline, modifies variable(s) in place. Returns total number of characters removed. Handles multiple arguments: chomp($x, @arr) cho
p-chop	function	string	(&rest vars)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl chop - remove last character, modifies variable(s) in place. Returns the removed character from the last processed value. Handles multiple arguments: chop(
p-chown	function	file-ops	(&optional (uid nil uid-p) (gid nil gid-p) &rest files)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl chown UID, GID, LIST — change owner/group. Returns count changed. A UID or GID of -1 leaves that attribute unchanged. A filehandle in the LIST is fchown'd 
p-chr	function	string	(n)	insensitive	num	none	no	no	no	none		Perl chr - character from code point.
p-cloned-sub	function	sub-definition	(f)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Return a code ref that CALLS F but is a DISTINCT OBJECT from every other call's result — perl's per-evaluation CV clone (task #1083). perl re-uses ONE CV for a 
p-close	macro	io	(&optional fh)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl close - close filehandle. Bareword is quoted; lexical $fh passed as box. With no argument, Perl closes the currently-selected default output handle. PCL do
p-closedir	macro	directory-io	(dh)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl closedir — bareword dirhandle is auto-quoted.
p-coderef-defined-p	function	introspection	(coderef)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl defined &{$coderef} — true only if coderef points to a sub with a body. Accepts a real function object OR a symbolic sub-name string (no-strict-refs). A fo
p-coderef-exists-p	function	introspection	(coderef)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl exists &{$coderef} — 1 if coderef points to a declared or defined sub, else the DEFINED empty string (it was undef; see p-exists, #1173). Accepts a real fu
p-connect	macro	socket	(fh name)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl connect — bareword filehandle is auto-quoted.
p-continue	function	control-flow	nil	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl continue (given/when) - fall through to next when clause
p-copy-array	function	aggregate-builtin	(src)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Create a fresh flat copy of SRC for 'local @arr = expr' bindings. Flattens nested adjustable vectors exactly like p-array-= does, so that 'local @a = (X, @a, Y)
p-copy-hash	function	aggregate-builtin	(h)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Create a fresh copy of a hash for 'local %h = expr' semantics. Handles both hash-table input (direct copy) and vector/list input (interpreted as flat k-v pairs,
p-copy-scalar-arg	function	box	(val)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Copy a scalar argument/default into a FRESH p-box for a signature parameter. Perl signature params are copies of @_ (like `my ($x) = @_`), so a param must be it
p-cos	function	math	(val)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl cos - cosine
p-crypt	function	string	(plaintext salt)	insensitive	str	none	yes	no	no	posix		Perl crypt(PLAINTEXT, SALT): one-way hash via the system crypt(3). Dies on wide characters (codepoint > 255), like Perl. Returns undef when crypt(3) returns NUL
p-cwd	function	file-ops	nil	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl cwd - alias for getcwd.
p-decf	macro	compound-assignment	(place &optional (delta 1))	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl -= - works on boxed values, hash/array elements, and derefs. A BLESSED operand goes through p--, for the `-` overload — or, with NO delta (`$x--`), through
p-decf-raw	macro	compound-assignment	(var &rest %args)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl -= - works on boxed values, hash/array elements, and derefs. A BLESSED operand goes through p--, for the `-` overload — or, with NO delta (`$x--`), through
p-declare-sub	macro	sub-definition	(name)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		
p-defcell	macro	dynamic-scope	(sym init &rest facts)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Declare an ORDINARY package global (direction D, task #289): SYM becomes a symbol macro reading/writing its own global cell directly, and the cell is initialize
p-defined	function	box	(val)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl defined() function — returns 1 or "" per Perl semantics. For CL boolean contexts use %pcl-definedp instead.
p-defined-fh	function	box	(fh-sym)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Check if a bareword filehandle or dirhandle (symbol) is open — codegen's defined(FILEHANDLE). It resolves through p-get-stream, THE filehandle resolver, and sit
p-defpackage	macro	sub-definition	(name &rest options)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Create/update a Perl package. Defaults to (:use :cl :pcl) when no options given. Also ensures @ISA is declared in the package (all Perl packages have @ISA).
p-delete	function	elements	(hash key)	insensitive	str	none	yes	no	no	none		Perl delete function for hashes - returns unboxed value
p-delete-array	function	elements	(arr idx)	insensitive	num	none	yes	no	no	none		Perl delete function for arrays. Sets element to nil (deleted marker) and returns the old value. Trims trailing nil slots (Perl shrinks array when last element 
p-delete-array-slice	function	slice-delete	(arr &rest indices)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl delete for array slices: delete @arr[i1, i2, ...] Sets elements to nil (deleted marker), trims trailing nils, and returns old values. Empty slice returns n
p-delete-hash-slice	function	slice-delete	(hash &rest keys)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl delete for hash slices: delete @hash{k1, k2, ...} Handles hash references (unboxes) and vector/list key arguments. Empty slice returns nil (undef) per [per
p-delete-kv-array-slice	function	slice-delete	(arr &rest indices)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl delete for KV array slices: delete %arr[i1, i2, ...] Deletes elements at given indices and returns key-value pairs (index, value, ...). Empty slice returns
p-delete-kv-hash-slice	function	slice-delete	(hash &rest keys)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl delete for KV hash slices: delete %hash{k1, k2, ...} Handles hash references (unboxes) and vector/list key arguments. Empty slice returns nil (undef) per [
p-die	function	exception	(&rest raw-args)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl die - throw an exception. If given a single blessed reference, throw it as an exception object. Otherwise, concatenate args as error string. An optional (:
p-do	function	control-flow	(filename-val)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl do FILE - find file in @INC, transpile and eval it. Returns undef on I/O error (file not found), clears $@. Sets $@ to error message on compilation/executi
p-do-until	macro	control-flow	(condition &body body)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl post-test loop: `do BLOCK until COND` = `do BLOCK while (not COND)`.
p-do-while	macro	control-flow	(condition &body body)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl post-test loop: `do BLOCK while COND` — BODY always runs at least once, the condition is tested afterwards. Per perlsyn, `do {} while/until` takes no loop-
p-double-inf	macro	numeric	(&optional negative)	insensitive	none	none	no	no	no	sbcl		Portable +Inf / -Inf double-float literal. This is the ONLY SBCL-specific symbol the transpiler emits into generated code (for overflowing float literals such a
p-dualvar	function	box	(num str)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl Scalar::Util::dualvar — create a scalar with separate numeric and string values.
p-dyn-once	macro	control-flow	(form)	insensitive	none	none	no	yes	no	none		The dynamic-loop-exit frame for a LOOP-ONCE — a bare block, which perl runs as a loop that iterates once (Parser2::_lower_bare_block emits FORM). A wrapper suff
p-dynamic-typeglob	function	typeglob	(name-box)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Rvalue *{EXPR} — return a typeglob object. EXPR is a NAME string ("Pkg::name") or a glob REFERENCE (\*{...}); a glob ref unboxes to a p-typeglob, which we retur
p-each	function	aggregate-builtin	(collection)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl each function - returns next (key, value) pair from hash or (index, value) from array. Returns an empty vector when exhausted (list context) or *p-undef* (
p-endgrent	function	user-db	(&key (wantarray (eq *wantarray* t)))	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl endgrent() — close the group database.
p-endpwent	function	user-db	(&key (wantarray (eq *wantarray* t)))	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl endpwent() — close the user database.
p-ensure-arrayref	function	elements	(ref)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Ensure ref (a p-box) contains an adjustable vector. If ref contains nil or undef, autovivify: create a vector and store it in the box. Returns the raw vector (n
p-ensure-hashref	function	elements	(ref)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Ensure ref (a p-box) contains a hash table. If ref contains nil or undef, autovivify: create a hash table and store it in the box. Returns the raw hash table (n
p-env-get	function	env	(key)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Get environment variable value.
p-env-set	function	env	(key value)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Set environment variable value.
p-eof	macro	io	(&rest args)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl eof - check end of file. Bareword filehandle is auto-quoted.
p-errno-string	function	magic-global	nil	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	setf	Return $! as dualvar: (to-number ...) = errno, (to-string ...) = strerror. When errno=0, returns "" (falsy) to preserve Perl's !$! truthiness semantics.
